user_id,customer_age,time_on_site,pages_visited,purchase_amount,customer_satisfaction,is_premium,session_date,device_type,traffic_source,country,browser
279,35,5.8,4,68.67,3.7,False,2023-01-12 14:00:00,Mobile,Social,Canada,Chrome
280,41,12.5,7,70.64,7.2,False,2023-01-12 15:00:00,Desktop,Organic,Germany,Firefox
281,23,15.0,5,139.54,4.5,True,2023-01-12 16:00:00,Desktop,Social,Australia,Firefox
282,66,7.9,2,58.83,4.4,True,2023-01-12 17:00:00,Desktop,Social,UK,Chrome
283,26,9.3,3,48.06,5.8,True,2023-01-12 18:00:00,Tablet,Social,UK,Firefox
284,58,2.2,2,124.95,8.6,True,2023-01-12 19:00:00,Mobile,Organic,Canada,Chrome
285,32,1.9,1,37.15,3.9,False,2023-01-12 20:00:00,Desktop,Direct,UK,Chrome
286,47,1.0,2,29.54,5.5,False,2023-01-12 21:00:00,Tablet,Paid,Australia,Safari
287,46,18.7,6,109.75,6.3,True,2023-01-12 22:00:00,Desktop,Organic,France,Chrome
288,52,18.3,7,86.23,6.8,False,2023-01-12 23:00:00,Desktop,Organic,UK,Chrome
289,22,17.2,5,83.18,7.6,False,2023-01-13 00:00:00,Desktop,Organic,Canada,Firefox
290,51,4.0,4,110.03,5.5,True,2023-01-13 01:00:00,Mobile,Paid,Germany,Chrome
291,63,3.2,3,51.53,7.0,False,2023-01-13 02:00:00,Desktop,Organic,Australia,Chrome
292,31,18.5,5,110.54,8.1,False,2023-01-13 03:00:00,Desktop,Paid,UK,Safari
293,36,10.3,4,121.11,8.9,False,2023-01-13 04:00:00,Tablet,Organic,UK,Chrome
294,27,16.5,7,95.9,6.7,False,2023-01-13 05:00:00,Mobile,Organic,Germany,Chrome
295,30,14.5,4,69.41,5.9,True,2023-01-13 06:00:00,Desktop,Organic,Australia,Chrome
296,61,2.5,5,83.49,5.1,False,2023-01-13 07:00:00,Mobile,Paid,UK,Firefox
297,20,14.9,4,64.51,3.5,False,2023-01-13 08:00:00,Desktop,Paid,Canada,Chrome
298,21,18.7,5,80.51,5.4,True,2023-01-13 09:00:00,Desktop,Paid,France,Safari
299,59,1.0,4,31.0,5.5,False,2023-01-13 10:00:00,Desktop,Social,Canada,Chrome
300,44,12.4,4,123.75,6.1,True,2023-01-13 11:00:00,Mobile,Paid,France,Firefox
301,67,1.1,2,47.45,6.4,False,2023-01-13 12:00:00,Mobile,Social,Germany,Safari
302,28,15.7,6,114.5,4.0,True,2023-01-13 13:00:00,Desktop,Organic,Australia,Firefox
303,37,19.4,5,83.32,5.6,False,2023-01-13 14:00:00,Desktop,Paid,Germany,Firefox
304,25,15.1,4,94.05,8.9,True,2023-01-13 15:00:00,Desktop,Organic,Australia,Chrome
305,37,17.0,5,105.63,7.5,False,2023-01-13 16:00:00,Mobile,Paid,Australia,Chrome
306,18,9.1,3,145.37,7.4,True,2023-01-13 17:00:00,Mobile,Social,UK,Chrome
307,45,7.6,5,92.05,6.5,True,2023-01-13 18:00:00,Mobile,Social,Australia,Chrome
308,40,11.7,3,100.08,5.5,True,2023-01-13 19:00:00,Tablet,Social,USA,Chrome
309,34,22.9,6,114.85,3.5,True,2023-01-13 20:00:00,Mobile,Paid,UK,Firefox
310,29,5.0,2,26.34,5.9,False,2023-01-13 21:00:00,Tablet,Organic,USA,Chrome
311,22,16.5,5,100.49,2.3,True,2023-01-13 22:00:00,Mobile,Direct,USA,Edge
312,46,17.0,6,94.35,5.5,True,2023-01-13 23:00:00,Desktop,Organic,France,Firefox
313,18,14.2,3,74.77,5.7,True,2023-01-14 00:00:00,Mobile,Organic,USA,Chrome
314,43,9.6,3,61.16,4.9,False,2023-01-14 01:00:00,Desktop,Organic,UK,Chrome
315,66,5.3,2,48.21,8.7,False,2023-01-14 02:00:00,Desktop,Direct,Canada,Chrome
316,57,7.2,3,50.58,8.2,False,2023-01-14 03:00:00,Desktop,Direct,France,Chrome
317,18,25.9,6,138.87,7.9,True,2023-01-14 04:00:00,Desktop,Paid,France,Chrome
318,27,17.7,6,81.19,4.4,False,2023-01-14 05:00:00,Mobile,Organic,Australia,Chrome
319,41,17.7,8,176.8,9.7,False,2023-01-14 06:00:00,Desktop,Social,USA,Firefox
320,34,11.5,5,102.32,7.0,True,2023-01-14 07:00:00,Desktop,Paid,USA,Chrome
321,18,14.4,4,119.93,4.8,True,2023-01-14 08:00:00,Tablet,Organic,Canada,Chrome
322,41,10.1,8,74.55,5.8,True,2023-01-14 09:00:00,Mobile,Paid,UK,Chrome
323,35,7.2,8,77.73,7.2,True,2023-01-14 10:00:00,Desktop,Paid,USA,Chrome
324,64,6.8,3,65.57,4.8,False,2023-01-14 11:00:00,Desktop,Paid,Germany,Chrome
325,31,12.2,4,79.25,6.0,False,2023-01-14 12:00:00,Desktop,Social,Canada,Firefox
326,53,4.4,3,81.02,6.3,True,2023-01-14 13:00:00,Tablet,Social,Canada,Firefox
327,18,20.6,5,99.5,4.3,True,2023-01-14 14:00:00,Desktop,Social,USA,Chrome
328,20,11.9,4,147.85,6.1,True,2023-01-14 15:00:00,Tablet,Organic,Canada,Edge
329,46,13.6,3,60.23,4.1,False,2023-01-14 16:00:00,Desktop,Organic,Canada,Firefox
330,51,5.7,4,44.0,6.7,True,2023-01-14 17:00:00,Mobile,Direct,UK,Chrome
331,21,23.1,8,109.45,4.7,True,2023-01-14 18:00:00,Desktop,Organic,France,Safari
332,35,10.9,5,75.07,6.2,False,2023-01-14 19:00:00,Desktop,Paid,Australia,Firefox
333,18,21.3,10,164.59,4.6,True,2023-01-14 20:00:00,Desktop,Organic,Australia,Chrome
334,32,14.7,3,91.93,4.2,True,2023-01-14 21:00:00,Desktop,Organic,France,Chrome
335,48,13.0,3,45.86,3.7,False,2023-01-14 22:00:00,Tablet,Paid,France,Safari
336,28,15.5,5,58.84,5.2,False,2023-01-14 23:00:00,Mobile,Organic,USA,Chrome
337,31,5.8,3,56.74,5.8,False,2023-01-15 00:00:00,Desktop,Social,Canada,Chrome
338,18,23.1,6,102.37,6.6,True,2023-01-15 01:00:00,Mobile,Paid,USA,Safari
339,25,15.5,5,86.45,3.2,True,2023-01-15 02:00:00,Desktop,Social,Germany,Safari
340,61,9.0,5,74.41,5.5,False,2023-01-15 03:00:00,Tablet,Social,France,Firefox
341,36,16.1,6,155.64,5.4,True,2023-01-15 04:00:00,Desktop,Organic,France,Chrome
342,20,13.6,4,114.51,6.9,True,2023-01-15 05:00:00,Desktop,Direct,USA,Chrome
343,30,9.8,3,60.58,5.2,False,2023-01-15 06:00:00,Desktop,Direct,Germany,Safari
344,18,21.4,6,106.38,5.9,True,2023-01-15 07:00:00,Desktop,Organic,Australia,Firefox
345,20,16.0,6,88.68,4.8,False,2023-01-15 08:00:00,Tablet,Social,USA,Safari
346,55,11.6,6,58.55,8.2,True,2023-01-15 09:00:00,Desktop,Social,Germany,Chrome
347,33,12.8,5,75.13,3.8,True,2023-01-15 10:00:00,Desktop,Social,UK,Safari
348,63,9.6,5,70.96,5.1,False,2023-01-15 11:00:00,Mobile,Organic,Australia,Chrome
349,34,15.5,5,74.86,5.9,False,2023-01-15 12:00:00,Desktop,Organic,Germany,Chrome
350,34,14.6,4,75.15,5.4,True,2023-01-15 13:00:00,Desktop,Organic,France,Safari
351,45,8.2,2,55.68,4.4,False,2023-01-15 14:00:00,Mobile,Organic,Germany,Chrome
352,18,19.3,7,123.15,3.5,False,2023-01-15 15:00:00,Desktop,Paid,Australia,Firefox
353,38,18.0,5,83.63,4.8,False,2023-01-15 16:00:00,Mobile,Direct,UK,Chrome
354,34,12.9,5,131.97,4.9,True,2023-01-15 17:00:00,Mobile,Paid,France,Safari
355,57,9.0,3,51.17,8.0,False,2023-01-15 18:00:00,Desktop,Paid,Canada,Chrome
356,49,8.9,3,105.88,9.5,True,2023-01-15 19:00:00,Desktop,Organic,Germany,Chrome
357,18,18.7,5,106.4,6.0,False,2023-01-15 20:00:00,Desktop,Paid,France,Firefox
358,54,16.0,7,78.92,3.7,True,2023-01-15 21:00:00,Mobile,Social,UK,Safari
359,31,20.2,8,105.98,7.2,False,2023-01-15 22:00:00,Mobile,Direct,Australia,Safari
360,21,17.5,7,167.04,5.2,True,2023-01-15 23:00:00,Mobile,Paid,France,Chrome
361,38,13.2,4,64.07,4.8,False,2023-01-16 00:00:00,Desktop,Paid,Canada,Firefox
362,32,10.4,5,142.65,5.5,False,2023-01-16 01:00:00,Mobile,Organic,Germany,Chrome
363,58,5.2,3,71.93,5.0,True,2023-01-16 02:00:00,Desktop,Direct,Germany,Chrome
364,40,13.0,4,89.78,5.4,True,2023-01-16 03:00:00,Tablet,Paid,Canada,Chrome
365,38,16.3,9,123.35,4.3,True,2023-01-16 04:00:00,Desktop,Paid,Germany,Chrome
366,49,12.7,6,82.97,4.8,False,2023-01-16 05:00:00,Mobile,Paid,Germany,Chrome
367,51,2.5,2,32.7,6.9,False,2023-01-16 06:00:00,Desktop,Organic,France,Chrome
368,47,14.4,3,81.45,5.8,False,2023-01-16 07:00:00,Desktop,Paid,UK,Chrome
369,56,6.2,4,75.34,5.9,False,2023-01-16 08:00:00,Desktop,Direct,USA,Safari
370,44,5.3,2,68.82,2.3,False,2023-01-16 09:00:00,Tablet,Organic,Canada,Chrome
371,38,18.9,5,113.27,7.6,True,2023-01-16 10:00:00,Mobile,Organic,France,Safari
372,54,14.7,3,104.5,5.0,True,2023-01-16 11:00:00,Mobile,Organic,USA,Safari
373,34,14.7,7,190.78,8.6,False,2023-01-16 12:00:00,Desktop,Organic,Australia,Chrome
374,35,16.4,7,108.44,6.3,False,2023-01-16 13:00:00,Mobile,Direct,Canada,Firefox
375,61,9.1,3,112.64,5.3,True,2023-01-16 14:00:00,Desktop,Social,UK,Chrome
376,59,12.7,3,92.14,3.4,True,2023-01-16 15:00:00,Mobile,Direct,Canada,Chrome
377,35,16.7,5,190.23,10.0,False,2023-01-16 16:00:00,Desktop,Direct,France,Firefox
378,28,8.4,5,80.35,7.0,True,2023-01-16 17:00:00,Mobile,Social,Australia,Firefox
379,57,16.5,7,101.67,7.3,True,2023-01-16 18:00:00,Mobile,Social,Germany,Chrome
380,47,14.7,4,126.34,9.0,True,2023-01-16 19:00:00,Desktop,Paid,Germany,Safari
381,40,9.0,3,109.32,6.4,True,2023-01-16 20:00:00,Mobile,Social,France,Firefox
382,30,9.3,3,64.47,7.7,True,2023-01-16 21:00:00,Desktop,Social,Australia,Chrome
383,40,14.0,6,109.93,5.4,False,2023-01-16 22:00:00,Desktop,Social,France,Chrome
384,35,11.7,6,110.79,7.2,False,2023-01-16 23:00:00,Desktop,Paid,Australia,Safari
385,25,17.6,7,126.41,5.3,False,2023-01-17 00:00:00,Desktop,Social,France,Edge
386,37,16.1,4,97.82,5.2,True,2023-01-17 01:00:00,Desktop,Organic,USA,Firefox
387,39,9.0,2,37.97,5.5,False,2023-01-17 02:00:00,Mobile,Social,USA,Firefox
388,29,9.1,2,86.37,4.0,True,2023-01-17 03:00:00,Mobile,Paid,Germany,Chrome
389,49,10.9,3,93.4,6.4,True,2023-01-17 04:00:00,Desktop,Paid,Australia,Chrome
390,54,4.5,2,69.32,5.2,False,2023-01-17 05:00:00,Tablet,Paid,UK,Safari
391,50,9.4,6,77.38,2.8,True,2023-01-17 06:00:00,Mobile,Social,Australia,Firefox
392,31,7.5,4,125.94,5.6,True,2023-01-17 07:00:00,Desktop,Social,Australia,Chrome
393,46,8.3,6,64.85,5.1,False,2023-01-17 08:00:00,Desktop,Paid,USA,Firefox
394,36,16.2,4,126.79,7.5,False,2023-01-17 09:00:00,Tablet,Paid,Canada,Chrome
395,18,21.1,5,83.05,6.3,False,2023-01-17 10:00:00,Desktop,Organic,UK,Chrome
396,45,6.0,3,95.15,8.1,False,2023-01-17 11:00:00,Desktop,Organic,USA,Firefox
397,37,6.5,3,44.78,6.2,True,2023-01-17 12:00:00,Tablet,Organic,France,Chrome
398,74,1.4,4,88.61,5.1,False,2023-01-17 13:00:00,Mobile,Social,UK,Chrome
399,57,9.2,5,149.47,6.4,True,2023-01-17 14:00:00,Mobile,Social,Germany,Chrome
400,46,11.8,5,152.46,6.0,True,2023-01-17 15:00:00,Mobile,Organic,France,Chrome
401,39,9.3,4,130.29,7.0,True,2023-01-17 16:00:00,Desktop,Direct,Canada,Safari
402,37,13.8,5,91.24,6.0,False,2023-01-17 17:00:00,Mobile,Paid,USA,Chrome
403,20,25.0,7,106.13,5.1,True,2023-01-17 18:00:00,Mobile,Social,USA,Chrome
404,18,19.1,6,103.23,6.0,False,2023-01-17 19:00:00,Desktop,Paid,Canada,Firefox
405,22,8.8,4,110.66,6.8,True,2023-01-17 20:00:00,Desktop,Social,USA,Safari
406,34,14.2,4,106.13,4.6,False,2023-01-17 21:00:00,Desktop,Paid,Australia,Firefox
407,18,28.3,8,237.96,7.9,True,2023-01-17 22:00:00,Mobile,Organic,USA,Edge
408,27,9.0,6,74.86,3.4,False,2023-01-17 23:00:00,Mobile,Organic,USA,Firefox
409,31,14.3,3,154.17,8.2,True,2023-01-18 00:00:00,Mobile,Social,USA,Firefox
410,32,12.8,4,81.28,6.6,False,2023-01-18 01:00:00,Desktop,Direct,France,Chrome
411,25,16.5,5,73.98,8.2,False,2023-01-18 02:00:00,Mobile,Social,Germany,Chrome
412,30,15.5,5,99.85,4.3,False,2023-01-18 03:00:00,Desktop,Social,France,Chrome
413,61,10.9,5,100.31,7.7,True,2023-01-18 04:00:00,Tablet,Organic,Canada,Firefox
414,45,10.4,5,128.27,7.7,True,2023-01-18 05:00:00,Mobile,Social,UK,Firefox
415,27,21.9,8,108.47,5.8,True,2023-01-18 06:00:00,Mobile,Direct,France,Firefox
416,34,12.7,4,91.48,5.3,False,2023-01-18 07:00:00,Desktop,Paid,USA,Firefox
417,35,11.4,5,84.58,4.2,False,2023-01-18 08:00:00,Desktop,Paid,Canada,Firefox
418,23,13.1,5,80.83,3.8,False,2023-01-18 09:00:00,Desktop,Organic,USA,Chrome
419,23,7.4,7,151.33,5.4,False,2023-01-18 10:00:00,Mobile,Organic,Canada,Chrome
420,50,9.8,3,92.51,4.0,False,2023-01-18 11:00:00,Desktop,Organic,Australia,Chrome
421,29,25.2,9,98.86,8.4,True,2023-01-18 12:00:00,Mobile,Social,Australia,Chrome
422,19,20.2,10,134.49,4.1,True,2023-01-18 13:00:00,Desktop,Social,France,Safari
423,34,16.6,4,62.59,5.8,False,2023-01-18 14:00:00,Mobile,Organic,Germany,Chrome
424,37,10.4,4,81.9,6.5,False,2023-01-18 15:00:00,Desktop,Direct,Canada,Chrome
425,18,16.9,8,84.81,6.4,False,2023-01-18 16:00:00,Desktop,Direct,France,Firefox
426,34,18.1,8,132.51,7.0,True,2023-01-18 17:00:00,Mobile,Social,Australia,Chrome
427,48,19.1,4,69.99,7.1,False,2023-01-18 18:00:00,Desktop,Direct,Germany,Chrome
428,42,18.4,5,80.6,5.1,False,2023-01-18 19:00:00,Desktop,Direct,USA,Chrome
429,68,7.0,5,102.86,6.2,False,2023-01-18 20:00:00,Mobile,Organic,France,Chrome
430,54,7.5,3,67.63,5.2,True,2023-01-18 21:00:00,Desktop,Direct,USA,Firefox
431,57,7.5,4,47.65,7.4,False,2023-01-18 22:00:00,Mobile,Paid,UK,Chrome
432,77,1.0,2,108.05,9.2,False,2023-01-18 23:00:00,Mobile,Organic,UK,Chrome
433,46,2.3,3,47.28,3.7,False,2023-01-19 00:00:00,Desktop,Organic,USA,Chrome
434,37,6.6,2,53.65,2.5,False,2023-01-19 01:00:00,Desktop,Social,France,Chrome
435,50,8.9,4,72.45,6.6,False,2023-01-19 02:00:00,Desktop,Direct,Germany,Chrome
436,27,14.1,3,103.5,7.6,False,2023-01-19 03:00:00,Desktop,Paid,Canada,Chrome
437,37,5.2,2,47.35,8.4,False,2023-01-19 04:00:00,Desktop,Social,Canada,Firefox
438,25,15.7,5,88.99,7.0,True,2023-01-19 05:00:00,Mobile,Paid,Germany,Chrome
439,41,9.6,4,120.44,8.3,False,2023-01-19 06:00:00,Desktop,Direct,Germany,Safari
440,25,10.1,4,110.4,8.6,True,2023-01-19 07:00:00,Mobile,Organic,UK,Safari
441,25,14.2,4,83.03,8.0,False,2023-01-19 08:00:00,Mobile,Social,Canada,Chrome
442,41,9.5,4,74.74,7.1,False,2023-01-19 09:00:00,Desktop,Social,France,Chrome
443,33,10.5,6,53.49,3.6,False,2023-01-19 10:00:00,Mobile,Organic,Germany,Firefox
444,18,22.7,9,133.36,6.3,True,2023-01-19 11:00:00,Desktop,Direct,France,Chrome
445,18,8.6,3,99.28,6.4,True,2023-01-19 12:00:00,Desktop,Direct,Germany,Safari
446,18,8.2,6,75.22,5.6,False,2023-01-19 13:00:00,Tablet,Paid,Canada,Chrome
447,22,17.0,6,151.66,6.5,False,2023-01-19 14:00:00,Desktop,Social,France,Chrome
448,41,11.6,6,61.52,8.0,False,2023-01-19 15:00:00,Desktop,Direct,UK,Safari
449,38,14.0,5,73.46,4.6,False,2023-01-19 16:00:00,Mobile,Organic,Germany,Firefox
450,51,5.5,5,117.69,7.4,True,2023-01-19 17:00:00,Tablet,Organic,Germany,Chrome
451,46,5.0,3,86.85,6.3,False,2023-01-19 18:00:00,Mobile,Social,UK,Firefox
452,51,8.1,4,45.64,4.2,False,2023-01-19 19:00:00,Mobile,Social,UK,Chrome
453,44,8.1,4,46.83,3.9,False,2023-01-19 20:00:00,Mobile,Social,USA,Chrome
454,38,19.8,5,123.22,3.7,False,2023-01-19 21:00:00,Mobile,Social,USA,Safari
455,51,6.4,5,85.39,6.6,False,2023-01-19 22:00:00,Desktop,Social,USA,Chrome
456,49,8.6,5,74.17,5.6,False,2023-01-19 23:00:00,Mobile,Organic,Germany,Chrome
457,41,23.7,8,174.77,5.5,True,2023-01-20 00:00:00,Mobile,Organic,USA,Chrome
458,54,6.3,3,49.04,2.7,False,2023-01-20 01:00:00,Desktop,Organic,Germany,Safari
459,18,20.9,8,86.28,6.5,True,2023-01-20 02:00:00,Desktop,Paid,USA,Chrome
460,31,17.5,9,138.92,6.1,True,2023-01-20 03:00:00,Desktop,Social,France,Firefox
461,30,18.0,6,134.43,5.3,True,2023-01-20 04:00:00,Desktop,Direct,France,Firefox
462,52,9.3,4,63.92,4.2,False,2023-01-20 05:00:00,Desktop,Paid,UK,Safari
463,59,6.9,3,43.12,5.1,False,2023-01-20 06:00:00,Desktop,Social,France,Chrome
464,18,18.6,9,89.68,6.6,True,2023-01-20 07:00:00,Tablet,Organic,UK,Chrome
465,56,3.8,3,60.79,5.1,True,2023-01-20 08:00:00,Desktop,Paid,Germany,Edge
466,18,19.7,4,108.62,4.3,False,2023-01-20 09:00:00,Desktop,Direct,Germany,Chrome
467,18,28.2,8,168.38,6.6,False,2023-01-20 10:00:00,Mobile,Organic,Canada,Chrome
468,31,20.1,8,126.76,7.8,False,2023-01-20 11:00:00,Desktop,Social,France,Chrome
469,30,16.0,4,75.42,5.8,True,2023-01-20 12:00:00,Mobile,Organic,Australia,Safari
470,18,22.4,8,127.3,6.4,True,2023-01-20 13:00:00,Mobile,Paid,Canada,Safari
471,45,5.7,5,108.24,5.6,False,2023-01-20 14:00:00,Mobile,Social,UK,Chrome
472,45,8.6,4,84.93,4.5,True,2023-01-20 15:00:00,Desktop,Social,Canada,Chrome
473,51,13.0,3,108.09,4.7,True,2023-01-20 16:00:00,Desktop,Social,Germany,Firefox
474,28,22.4,5,85.17,3.4,False,2023-01-20 17:00:00,Mobile,Direct,USA,Chrome
475,34,9.3,5,102.76,7.8,False,2023-01-20 18:00:00,Desktop,Direct,Australia,Safari
476,35,10.7,6,98.66,6.7,True,2023-01-20 19:00:00,Desktop,Social,Canada,Chrome
477,60,16.3,9,105.56,6.2,True,2023-01-20 20:00:00,Desktop,Paid,Australia,Chrome
478,18,18.6,7,147.7,6.9,True,2023-01-20 21:00:00,Mobile,Paid,Australia,Chrome
479,21,26.4,8,214.86,7.7,True,2023-01-20 22:00:00,Mobile,Social,USA,Chrome
480,35,14.0,4,58.02,4.5,False,2023-01-20 23:00:00,Mobile,Social,USA,Chrome
481,19,19.1,6,100.04,5.5,False,2023-01-21 00:00:00,Mobile,Paid,UK,Firefox
482,31,12.6,8,100.51,5.3,False,2023-01-21 01:00:00,Desktop,Paid,Germany,Chrome
483,33,18.3,6,104.35,9.8,True,2023-01-21 02:00:00,Tablet,Organic,Canada,Firefox
484,25,22.7,6,98.78,7.5,False,2023-01-21 03:00:00,Mobile,Organic,USA,Chrome
485,36,7.5,4,44.97,5.7,False,2023-01-21 04:00:00,Desktop,Paid,Germany,Chrome
486,44,8.4,4,69.09,7.7,False,2023-01-21 05:00:00,Desktop,Direct,UK,Chrome
487,31,18.6,5,98.71,7.8,False,2023-01-21 06:00:00,Desktop,Social,Australia,Chrome
488,28,14.4,5,85.09,3.8,True,2023-01-21 07:00:00,Tablet,Direct,France,Chrome
489,33,11.3,4,77.23,5.4,False,2023-01-21 08:00:00,Desktop,Social,Australia,Safari
490,35,18.1,4,100.11,6.0,False,2023-01-21 09:00:00,Desktop,Organic,Germany,Chrome
491,18,23.6,6,110.57,7.0,False,2023-01-21 10:00:00,Tablet,Social,France,Chrome
492,42,8.7,3,56.36,5.2,False,2023-01-21 11:00:00,Mobile,Direct,USA,Chrome
493,28,16.1,8,106.82,5.9,True,2023-01-21 12:00:00,Desktop,Social,France,Firefox
494,54,1.3,4,67.05,5.0,False,2023-01-21 13:00:00,Mobile,Paid,Canada,Chrome
495,44,5.9,5,73.43,7.3,False,2023-01-21 14:00:00,Mobile,Social,USA,Chrome
496,53,8.4,5,170.99,4.5,False,2023-01-21 15:00:00,Desktop,Organic,USA,Chrome
497,20,17.7,5,108.6,5.4,False,2023-01-21 16:00:00,Mobile,Organic,UK,Chrome
498,29,9.8,6,89.15,3.1,True,2023-01-21 17:00:00,Mobile,Organic,Canada,Chrome
499,18,14.5,6,81.44,4.3,True,2023-01-21 18:00:00,Mobile,Paid,UK,Firefox
500,24,10.8,9,85.8,6.3,True,2023-01-21 19:00:00,Tablet,Direct,France,Firefox
501,54,9.6,4,70.88,6.2,True,2023-01-21 20:00:00,Mobile,Organic,Canada,Chrome
502,57,1.0,3,45.63,5.0,False,2023-01-21 21:00:00,Mobile,Organic,UK,Chrome
503,18,13.0,6,85.93,7.5,False,2023-01-21 22:00:00,Mobile,Social,France,Chrome
504,28,5.7,3,74.16,7.8,False,2023-01-21 23:00:00,Desktop,Direct,Canada,Edge
505,34,15.4,5,126.68,6.2,True,2023-01-22 00:00:00,Desktop,Paid,France,Firefox
506,44,1.4,1,65.5,6.0,False,2023-01-22 01:00:00,Tablet,Paid,Germany,Chrome
507,18,18.3,5,116.69,5.5,True,2023-01-22 02:00:00,Mobile,Paid,France,Edge
508,18,26.3,7,105.08,7.0,False,2023-01-22 03:00:00,Desktop,Social,Australia,Chrome
509,42,19.2,8,160.07,4.8,True,2023-01-22 04:00:00,Desktop,Direct,USA,Chrome
510,18,9.1,6,69.76,8.4,True,2023-01-22 05:00:00,Desktop,Organic,USA,Safari
511,28,16.5,7,111.95,7.8,True,2023-01-22 06:00:00,Desktop,Direct,France,Firefox
512,37,7.3,2,76.67,4.0,False,2023-01-22 07:00:00,Desktop,Social,Germany,Chrome
513,41,5.2,2,99.61,4.8,True,2023-01-22 08:00:00,Mobile,Social,UK,Firefox
514,33,13.1,4,160.36,7.2,True,2023-01-22 09:00:00,Desktop,Organic,USA,Edge
515,30,20.8,7,103.43,5.5,False,2023-01-22 10:00:00,Mobile,Direct,Australia,Chrome
516,48,12.2,4,86.48,6.7,True,2023-01-22 11:00:00,Tablet,Paid,USA,Chrome
517,39,8.1,8,133.72,5.8,True,2023-01-22 12:00:00,Tablet,Paid,Canada,Chrome
518,25,19.4,7,195.79,9.2,True,2023-01-22 13:00:00,Mobile,Paid,UK,Edge
519,36,1.6,2,43.18,5.4,False,2023-01-22 14:00:00,Desktop,Organic,Canada,Chrome
520,41,7.5,4,54.46,9.2,False,2023-01-22 15:00:00,Mobile,Organic,France,Chrome
521,61,1.1,4,33.49,6.2,True,2023-01-22 16:00:00,Mobile,Organic,Germany,Chrome
522,47,9.9,2,40.88,3.4,True,2023-01-22 17:00:00,Desktop,Organic,USA,Chrome
523,53,6.5,7,69.05,8.8,False,2023-01-22 18:00:00,Mobile,Paid,USA,Firefox
524,26,15.0,6,124.69,7.9,False,2023-01-22 19:00:00,Mobile,Social,Australia,Chrome
525,27,14.5,4,120.63,6.8,False,2023-01-22 20:00:00,Mobile,Social,UK,Safari
526,31,14.2,4,97.99,6.9,False,2023-01-22 21:00:00,Desktop,Social,Canada,Firefox
527,33,16.3,6,91.4,4.1,False,2023-01-22 22:00:00,Desktop,Organic,France,Chrome
528,20,18.3,5,111.86,3.4,False,2023-01-22 23:00:00,Mobile,Paid,Australia,Safari
529,54,5.9,3,63.91,5.6,True,2023-01-23 00:00:00,Desktop,Social,UK,Chrome
530,48,11.0,4,71.5,7.8,False,2023-01-23 01:00:00,Desktop,Social,UK,Chrome
531,30,18.5,6,114.49,6.7,True,2023-01-23 02:00:00,Mobile,Paid,Canada,Firefox
532,45,7.3,4,63.42,8.2,False,2023-01-23 03:00:00,Mobile,Direct,Canada,Chrome
533,38,11.7,9,113.91,8.1,False,2023-01-23 04:00:00,Desktop,Social,France,Chrome
534,46,15.6,11,135.62,6.4,True,2023-01-23 05:00:00,Desktop,Direct,France,Chrome
535,18,12.6,5,110.35,7.9,True,2023-01-23 06:00:00,Mobile,Social,UK,Chrome
536,33,22.7,7,90.72,8.2,True,2023-01-23 07:00:00,Tablet,Paid,Canada,Firefox
537,34,6.6,6,122.99,6.1,True,2023-01-23 08:00:00,Desktop,Direct,France,Chrome
538,44,8.5,7,88.18,5.6,True,2023-01-23 09:00:00,Mobile,Direct,Germany,Chrome
539,26,11.1,6,165.2,6.9,True,2023-01-23 10:00:00,Desktop,Direct,Germany,Edge
540,18,29.0,7,161.98,3.0,True,2023-01-23 11:00:00,Mobile,Direct,France,Chrome
541,19,15.4,5,73.42,6.2,False,2023-01-23 12:00:00,Mobile,Direct,Germany,Edge
542,34,10.8,5,99.82,7.1,False,2023-01-23 13:00:00,Mobile,Social,Germany,Firefox
543,36,10.9,5,122.05,6.4,False,2023-01-23 14:00:00,Mobile,Organic,Canada,Firefox
544,60,5.9,6,72.21,6.2,True,2023-01-23 15:00:00,Desktop,Paid,Australia,Chrome
545,44,8.7,4,57.45,5.5,False,2023-01-23 16:00:00,Desktop,Social,USA,Safari
546,36,12.0,4,59.83,2.6,True,2023-01-23 17:00:00,Mobile,Social,USA,Safari
547,35,1.0,2,22.75,7.7,False,2023-01-23 18:00:00,Desktop,Paid,France,Firefox
548,52,8.3,2,34.12,4.8,False,2023-01-23 19:00:00,Mobile,Paid,Germany,Firefox
549,26,15.7,6,95.51,5.0,False,2023-01-23 20:00:00,Desktop,Direct,UK,Chrome
550,33,18.8,6,86.06,7.9,False,2023-01-23 21:00:00,Desktop,Paid,Germany,Chrome
551,19,24.4,7,109.5,7.6,True,2023-01-23 22:00:00,Mobile,Organic,USA,Edge
552,56,5.7,3,140.75,6.8,False,2023-01-23 23:00:00,Desktop,Social,Germany,Chrome
553,41,15.3,5,105.02,7.2,False,2023-01-24 00:00:00,Mobile,Paid,Canada,Chrome
554,24,10.7,5,63.93,3.9,False,2023-01-24 01:00:00,Desktop,Organic,Germany,Chrome
555,33,17.4,5,210.84,7.0,True,2023-01-24 02:00:00,Desktop,Social,Canada,Firefox
556,43,7.8,3,77.1,7.7,False,2023-01-24 03:00:00,Desktop,Direct,France,Firefox
557,31,8.2,2,169.94,5.7,True,2023-01-24 04:00:00,Desktop,Paid,USA,Firefox
